,equipe,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29
99,staff2_99,,,,,,COMSHELL SOC PREV. PRIVADA,,,,,,,,,,,,,,,,,,F,F,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,,,,,,COMSHELL SOC PREV. PRIVADA,,F,F,
100,staff2_100,,,,,,COMSHELL SOC PREV. PRIVADA,,,,,,,,,,,,,,,,,,F,F,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,COMSHELL SOC PREV. PRIVADA,,,,,,,,,COMSHELL SOC PREV. PRIVADA,,F,F,
101,staff2_101,,,,,,,ECOPETROL,,,,,,,,,ECOPETROL,ECOPETROL,,,,,,,F,F,,,,,,,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,,,,,,,,,,ECOPETROL,F,F,
102,staff2_102,,,,,,,ECOPETROL,,,,,,,,,ECOPETROL,ECOPETROL,,,,,,,F,F,,,,,,,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,ECOPETROL,,,,,,,,,,ECOPETROL,F,F,
103,staff2_103,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,F,F,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,F,F,GRUPO COMPONENTES (Opportunity) - Eletron
104,staff2_104,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,F,F,,,,,,,,,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,GRUPO COMPONENTES (Opportunity) - Eletron,,,,,,,,,,,F,F,GRUPO COMPONENTES (Opportunity) - Eletron
105,staff2_105,,,,,,,,,NEW WAVE,,,,,,,,,,,,,,,F,F,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,,,,,,,F,F,
106,staff2_106,,,,,,,,,NEW WAVE,,,,,,,,,,,,,,,F,F,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,NEW WAVE,,,,,,,,,,F,F,
107,staff2_107,,,,,,,,,,UNIVERSAL MUSICAL,,,,,,,,,,,,,,F,F,,,,,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,,,,,,,UNIVERSAL MUSICAL,,,,F,F,
108,staff2_108,,,,,,,,,,UNIVERSAL MUSICAL,,,,,,,,,,,,,,F,F,,,,,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,UNIVERSAL MUSICAL,,,,,,,UNIVERSAL MUSICAL,,,,F,F,
109,staff2_109,,,,,,,,,,,MANUCHAR,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,F,F,,,,,,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,,,MANUCHAR,,,F,F,
110,staff2_110,,,,,,,,,,,MANUCHAR,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,F,F,,,,,,,,,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,MANUCHAR,,,,,,,,MANUCHAR,,,F,F,
111,staff2_111,,,,,,,,,,,,OCEANEERING,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,F,F,,,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,,,,,,,,OCEANEERING,,F,F,
112,staff2_112,,,,,,,,,,,,OCEANEERING,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,F,F,,,,,,,,,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,OCEANEERING,,,,,,,,,OCEANEERING,,F,F,
113,staff2_113,,,,,,,,,,,,,FERNANDES ARAÚJO,,,,,,,,,,,F,F,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,,,,,,,FERNANDES ARAÚJO,F,F,
114,staff2_114,,,,,,,,,,,,,FERNANDES ARAÚJO,,,,,,,,,,,F,F,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,FERNANDES ARAÚJO,,,,,,,,,,FERNANDES ARAÚJO,F,F,
115,staff2_115,,,,,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,,F,F,,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,,,,,,,,,,,F,F,Guaraciaba Transmissora de Energia
116,staff2_116,,,,,Guaraciaba Transmissora de Energia,,,,,,,,,,,,,,,,,,,F,F,,,,,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,Guaraciaba Transmissora de Energia,,,,,,,,,,,F,F,Guaraciaba Transmissora de Energia
117,staff2_117,,,,,,GLOBO - ED. GLOBO COND NAST,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,F,F,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,,,,,F,F,
118,staff2_118,,,,,,GLOBO - ED. GLOBO COND NAST,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,F,F,,,,,,,,,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,GLOBO - ED. GLOBO COND NAST,,,,,,,,,,F,F,
119,staff2_119,,,,,,,DILETTO (Sardinia Investimentos),,,,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,F,F,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,,,,,,DILETTO (Sardinia Investimentos),,,,F,F,
120,staff2_120,,,,,,,DILETTO (Sardinia Investimentos),,,,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,F,F,,,,,,,,,DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),DILETTO (Sardinia Investimentos),,,,,,,DILETTO (Sardinia Investimentos),,,,F,F,
121,staff2_121,,,,,,,,GME AEROSPACE,,,,,,,,,,,,,,,,F,F,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,,,,,GME AEROSPACE,,,F,F,
122,staff2_122,,,,,,,,GME AEROSPACE,,,,,,,,,,,,,,,,F,F,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,GME AEROSPACE,,,,,,,,GME AEROSPACE,,,F,F,
123,staff2_123,,,,,,,,,GEFCO,,,,,,,,,,,,,,,F,F,,,,,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,,,,,,,,,GEFCO,,F,F,
124,staff2_124,,,,,,,,,GEFCO,,,,,,,,,,,,,,,F,F,,,,,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,GEFCO,,,,,,,,,GEFCO,,F,F,
125,staff2_125,,,,,,,,,,DINACO,,,,,DINACO,DINACO,DINACO,DINACO,,,,,,F,F,,,,,,,,,DINACO,DINACO,DINACO,DINACO,DINACO,,,,,,,,,,DINACO,F,F,
126,staff2_126,,,,,,,,,,DINACO,,,,,DINACO,DINACO,DINACO,DINACO,,,,,,F,F,,,,,,,,,DINACO,DINACO,DINACO,DINACO,DINACO,,,,,,,,,,DINACO,F,F,
127,staff2_127,,,,,,,,,,,GLOBO - FRM/C.FUTURA,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,F,F,,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,,,,,,,,,,F,F,GLOBO - FRM/C.FUTURA
128,staff2_128,,,,,,,,,,,GLOBO - FRM/C.FUTURA,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,F,F,,,,,,,,,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,GLOBO - FRM/C.FUTURA,,,,,,,,,,,F,F,GLOBO - FRM/C.FUTURA
129,staff2_129,,,,,,,,,,,,Orthopride (PRKS),,,,,,,,,,,,F,F,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,,,,,,F,F,
130,staff2_130,,,,,,,,,,,,Orthopride (PRKS),,,,,,,,,,,,F,F,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),Orthopride (PRKS),,,,,,,,,,F,F,
131,staff2_131,,,,,,,,,,,,,TULIP CAMPOS HOTELARIA,,,,,,,,,,,F,F,,,,,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,,,,,,,TULIP CAMPOS HOTELARIA,,,,F,F,
132,staff2_132,,,,,,,,,,,,,TULIP CAMPOS HOTELARIA,,,,,,,,,,,F,F,,,,,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,TULIP CAMPOS HOTELARIA,,,,,,,TULIP CAMPOS HOTELARIA,,,,F,F,
133,staff2_133,,,,,KOMPASS ENERGIA,,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,F,F,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,,,KOMPASS ENERGIA,,,F,F,
134,staff2_134,,,,,KOMPASS ENERGIA,,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,F,F,,,,,,,,,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,KOMPASS ENERGIA,,,,,,,,KOMPASS ENERGIA,,,F,F,
135,staff2_135,,,,,,AXXON (RHMED),,,,,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,F,F,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,,,,,,,,AXXON (RHMED),,F,F,
136,staff2_136,,,,,,AXXON (RHMED),,,,,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,F,F,,,,,,,,,AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),AXXON (RHMED),,,,,,,,,AXXON (RHMED),,F,F,
137,staff2_137,,,,,,,,,,,,,,,,,,,,,,,,F,F,,QV SAUDE,,QV SAUDE,,,,,QV SAUDE,QV SAUDE,QV SAUDE,QV SAUDE,QV SAUDE,,,,,,,,,,,F,F,
138,staff2_138,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,ESSECO DO BRASIL,,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,ESSECO DO BRASIL,,,,,,,,,,,F,F,
139,staff2_139,,,,,,,,,,,,,,,EVER BRASIL ,EVER BRASIL ,,,,,,,,F,F,,,,,,,,,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,EVER BRASIL ,,,,,,,,,,,F,F,
140,staff2_140,,,,,,,,,,,,,,,,,OMPI DO BRASIL ,,OMPI DO BRASIL ,,,,,F,F,,,,,,,,,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,OMPI DO BRASIL ,,,,,,,,,,,F,F,
141,staff2_141,,,,,,,,,,,,,,,,,,,,,,PETRO CHINA,,F,F,,PETRO CHINA,,,,,,,PETRO CHINA,PETRO CHINA,PETRO CHINA,PETRO CHINA,PETRO CHINA,,,,,,,,,,,F,F,
142,staff2_142,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,SuaTV e Influency.me,,SuaTV e Influency.me,,,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,SuaTV e Influency.me,,,,,,,,,,,F,F,
143,staff2_143,,,,,,,,,,,,,,,"CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,F,F,,,,,,,,"CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL","CLARKE, MODET Y CIA. S.L. BRASIL",,,,,,,,,,,F,F,
144,staff2_144,,,,,,,,,,,,,,,,HI MIDIA,HI MIDIA,,,,,,,F,F,,,,,,,,,HI MIDIA,HI MIDIA,HI MIDIA,HI MIDIA,HI MIDIA,,,,,,,,,,,F,F,
145,staff2_145,,,,,,,,,,,,,,,,,,,ARCHER,ARCHER,,,,F,F,,,,,,,,,ARCHER,ARCHER,ARCHER,ARCHER,ARCHER,,,,,,,,,,,F,F,
146,staff2_146,,,,,,,,,,,,,,,,,,,,,,STEAG,,F,F,,STEAG,,,,,,,STEAG,STEAG,STEAG,STEAG,STEAG,,,,,,,,,,,F,F,
147,staff2_147,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,Fundação Euclides da Cunha,,Fundação Euclides da Cunha,,,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,Fundação Euclides da Cunha,,,,,,,,,,,F,F,
148,staff2_148,,,,,,,,,,,,,,,UFI Filter,,,,,,,,,F,F,,,,,,,,UFI Filter,UFI Filter,UFI Filter,UFI Filter,UFI Filter,UFI Filter,,,,,,,,,,,F,F,
149,staff2_149,,,,,,,,,,,,,,,,QUANTUM,QUANTUM,,,,,,,F,F,,,,,,,,,QUANTUM,QUANTUM,QUANTUM,QUANTUM,QUANTUM,,,,,,,,,,,F,F,
150,staff2_150,,,,,,,,,,,,,,,,,,MARLIN AZUL,MARLIN AZUL,,,,,F,F,,,,,,,,,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,MARLIN AZUL,,,,,,,,,,,F,F,
151,staff2_151,,,,,,,,,,,,,,,,,,,,GREEN OIL,GREEN OIL,,,F,F,,,,,,,,,GREEN OIL,GREEN OIL,GREEN OIL,GREEN OIL,GREEN OIL,,,,,,,,,,,F,F,
152,staff2_152,,,,,,,,,,,,,,,,,,,,,,FUNDO PATRIMONIAL RJZ,,F,F,,FUNDO PATRIMONIAL RJZ,,,,,,,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,FUNDO PATRIMONIAL RJZ,,,,,,,,,,,F,F,
153,staff2_153,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,INSTITUTO DA CRIANÇA,,INSTITUTO DA CRIANÇA,,,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,INSTITUTO DA CRIANÇA,,,,,,,,,,,F,F,
154,staff2_154,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,CONFIANCE MEDICAL,,,,,,,,,,,F,F,
155,staff2_155,,,,,,,,,,,,,,,GLOBO - AERO RIO,GLOBO - AERO RIO,,,,,,,,F,F,,,,,,,,,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,GLOBO - AERO RIO,,,,,,,,,,,F,F,
156,staff2_156,,,,,,,,,,,,,,,,,FAZENDA FUTURO,FAZENDA FUTURO,,,,,,F,F,,,,,,,,,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,FAZENDA FUTURO,,,,,,,,,,,F,F,
157,staff2_157,,,,,,,,,,,,,,,,,,,VITOL,VITOL,,,,F,F,,,,,,,,,VITOL,VITOL,VITOL,VITOL,VITOL,,,,,,,,,,,F,F,
158,staff2_158,,,,,,,,,,,,,,,,,,,,,NAVAL GROUP,NAVAL GROUP,,F,F,,,,,,,,,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,NAVAL GROUP,,,,,,,,,,,F,F,
159,staff2_159,,,,,,,,,,,,,,,,,,,,,,,,F,F,,Geogas,Geogas,,,,,,Geogas,Geogas,Geogas,Geogas,Geogas,,,,,,,,,,,F,F,
160,staff2_160,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,ARAGUAIA/DESIDERATA,,ARAGUAIA/DESIDERATA,,,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,ARAGUAIA/DESIDERATA,,,,,,,,,,,F,F,
161,staff2_161,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,CALEFFI BRASIL AUP,,,,,,,,,,,F,F,
162,staff2_162,,,,,,,,,,,,,,,Planeta / DeAgostini,Planeta / DeAgostini,,,,,,,,F,F,,,,,,,,,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,Planeta / DeAgostini,,,,,,,,,,,F,F,
163,staff2_163,,,,,,,,,,,,,,,,,TI LATAM AUP,TI LATAM AUP,,,,,,F,F,,,,,,,,,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,TI LATAM AUP,,,,,,,,,,,F,F,
164,staff2_164,,,,,,,,,,,,,,,,,,,ALLSEAS,ALLSEAS,,,,F,F,,,,,,,,,ALLSEAS,ALLSEAS,ALLSEAS,ALLSEAS,ALLSEAS,,,,,,,,,,,F,F,
165,staff2_165,,,,,,,,,,,,,,,,,,,,,COCA COLA INSTITUTO,COCA COLA INSTITUTO,,F,F,,,,,,,,,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,COCA COLA INSTITUTO,,,,,,,,,,,F,F,
